onetsoc_code,cip_code,match_strength,qualifier,note
13-2071.00,52.0201,0.75,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
13-2071.00,52.0301,0.75,,"seeded from ""Accounting"""
13-2071.00,52.0801,0.98,,"seeded from ""Finance"""
13-2072.00,45.0601,0.82,,"seeded from ""Economics"""
13-2072.00,52.0201,0.70,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
13-2072.00,52.0301,0.78,,"seeded from ""Accounting"""
13-2072.00,52.0801,0.96,,"seeded from ""Finance"""
13-2081.00,52.0201,0.70,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
13-2081.00,52.0301,0.98,,"seeded from ""Accounting"""
13-2081.00,52.0801,0.75,,"seeded from ""Finance"""
13-2082.00,52.0201,0.70,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
13-2082.00,52.0301,0.98,,"seeded from ""Accounting"""
13-2082.00,52.0801,0.75,,"seeded from ""Finance"""
13-2099.00,52.0301,0.72,,"seeded from ""Accounting"""
13-2099.00,52.0801,0.94,,"seeded from ""Finance"""
13-2099.01,52.0201,0.83,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
13-2099.01,52.0201,0.83,"Management Major, B.S.","seeded from ""Management""; CIP shared"
13-2099.01,52.0801,0.98,,"seeded from ""Finance"""
13-2099.04,27.0101,0.90,,"seeded from ""Mathematics"""
15-1211.00,11.0701,0.88,,"seeded from ""Computer Science"""
15-1211.00,14.0901,0.94,,"seeded from ""Computer Engineering"""
15-1211.00,52.0201,0.82,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-1211.00,52.1201,0.98,,"seeded from ""Computer Information Systems"""
15-1211.01,51.0701,0.92,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
15-1211.01,51.2201,0.87,,"seeded from ""Public Health"""
15-1211.01,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
15-1211.01,51.3399,0.92,,"resolved from ""Integrative Health Care"""
15-1212.00,11.0701,0.78,,"seeded from ""Computer Science"""
15-1212.00,11.1003,0.96,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1212.00,11.1003,0.98,"Cybersecurity Major, B.S.","seeded from ""Cybersecurity""; CIP shared"
15-1212.00,52.1201,0.84,,"seeded from ""Computer Information Systems"""
15-1221.00,11.0701,0.84,,"seeded from ""Computer Science"""
15-1221.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
15-1221.00,52.1201,0.93,,"seeded from ""Computer Information Systems"""
15-1231.00,11.0701,0.91,,"seeded from ""Computer Science"""
15-1231.00,11.1003,0.91,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1231.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
15-1231.00,52.1201,0.98,,"seeded from ""Computer Information Systems"""
15-1232.00,11.0701,0.84,,"seeded from ""Computer Science"""
15-1232.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
15-1232.00,52.1201,0.84,,"seeded from ""Computer Information Systems"""
15-1241.00,11.0701,0.86,,"seeded from ""Computer Science"""
15-1241.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1241.00,11.1003,0.83,"Cybersecurity Major, B.S.","seeded from ""Cybersecurity""; CIP shared"
15-1241.00,14.0901,0.95,,"seeded from ""Computer Engineering"""
15-1241.00,52.1201,0.95,,"seeded from ""Computer Information Systems"""
15-1241.01,10.0105,0.88,,"seeded from ""Video Production"""
15-1241.01,14.0901,0.91,,"seeded from ""Computer Engineering"""
15-1241.01,14.1001,0.98,,"seeded from ""Electrical Engineering"""
15-1241.01,14.1401,0.91,,"seeded from ""Environmental Engineering"""
15-1241.01,15.0201,0.91,,"seeded from ""Civil Engineering Technology"""
15-1241.01,15.0805,0.91,,"seeded from ""Mechanical Engineering Technology"""
15-1242.00,11.1003,0.88,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1242.00,52.0201,0.98,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-1242.00,52.0201,0.98,"Management Major, B.S.","seeded from ""Management""; CIP shared"
15-1242.00,52.0299,0.83,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
15-1242.00,52.1201,0.88,,"seeded from ""Computer Information Systems"""
15-1242.00,52.1399,0.86,,"seeded from ""Business Intelligence"""
15-1243.00,11.1003,0.79,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1243.00,14.0901,0.79,,"seeded from ""Computer Engineering"""
15-1243.00,30.7001,0.79,,"seeded from ""Data Science and Machine Learning"""
15-1243.00,52.0201,0.79,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-1243.00,52.1201,0.91,,"seeded from ""Computer Information Systems"""
15-1243.00,52.1399,0.98,,"seeded from ""Business Intelligence"""
15-1243.01,30.7001,0.83,,"seeded from ""Data Science and Machine Learning"""
15-1243.01,50.0404,0.83,,"seeded from ""Industrial Design"""
15-1243.01,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
15-1243.01,52.1201,0.98,,"seeded from ""Computer Information Systems"""
15-1243.01,52.1399,0.98,,"seeded from ""Business Intelligence"""
15-1244.00,11.0701,0.93,,"seeded from ""Computer Science"""
15-1244.00,11.1003,0.84,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1244.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
15-1244.00,52.1201,0.93,,"seeded from ""Computer Information Systems"""
15-1251.00,11.0701,0.98,,"seeded from ""Computer Science"""
15-1251.00,14.0901,0.82,,"seeded from ""Computer Engineering"""
15-1251.00,30.7001,0.76,,"seeded from ""Data Science and Machine Learning"""
15-1251.00,52.1201,0.90,,"seeded from ""Computer Information Systems"""
15-1252.00,11.0701,0.98,,"seeded from ""Computer Science"""
15-1252.00,14.0901,0.82,,"seeded from ""Computer Engineering"""
15-1252.00,30.7001,0.76,,"seeded from ""Data Science and Machine Learning"""
15-1252.00,52.1201,0.90,,"seeded from ""Computer Information Systems"""
15-1253.00,11.0701,0.98,,"seeded from ""Computer Science"""
15-1253.00,14.0901,0.82,,"seeded from ""Computer Engineering"""
15-1253.00,30.7001,0.76,,"seeded from ""Data Science and Machine Learning"""
15-1253.00,52.1201,0.90,,"seeded from ""Computer Information Systems"""
15-1254.00,11.0701,0.98,,"seeded from ""Computer Science"""
15-1254.00,14.0901,0.82,,"seeded from ""Computer Engineering"""
15-1254.00,30.7001,0.76,,"seeded from ""Data Science and Machine Learning"""
15-1254.00,52.1201,0.90,,"seeded from ""Computer Information Systems"""
15-1255.00,11.0701,0.93,,"seeded from ""Computer Science"""
15-1255.00,14.0901,0.86,,"seeded from ""Computer Engineering"""
15-1255.00,50.0401,0.98,,"seeded from ""Communication Design"""
15-1255.00,52.1201,0.93,,"seeded from ""Computer Information Systems"""
15-1255.01,09.0702,0.81,,"seeded from ""Media Production and Leadership"""
15-1255.01,10.0105,0.98,,"seeded from ""Video Production"""
15-1299.00,11.0701,0.98,,"seeded from ""Computer Science"""
15-1299.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1299.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
15-1299.00,52.1201,0.98,,"seeded from ""Computer Information Systems"""
15-1299.01,11.0701,0.94,,"seeded from ""Computer Science"""
15-1299.01,50.0404,0.94,,"seeded from ""Industrial Design"""
15-1299.01,52.1201,0.94,,"seeded from ""Computer Information Systems"""
15-1299.02,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
15-1299.02,52.1201,0.98,,"seeded from ""Computer Information Systems"""
15-1299.02,52.1399,0.86,,"seeded from ""Business Intelligence"""
15-1299.03,52.0201,0.98,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-1299.03,52.0201,0.98,"Management Major, B.S.","seeded from ""Management""; CIP shared"
15-1299.03,52.0299,0.87,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
15-1299.04,11.1003,0.83,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1299.04,11.1003,0.83,"Cybersecurity Major, B.S.","seeded from ""Cybersecurity""; CIP shared"
15-1299.04,14.0901,0.83,,"seeded from ""Computer Engineering"""
15-1299.04,51.2706,0.83,,"seeded from ""Health Care Information Systems Major"""
15-1299.04,52.1201,0.98,,"seeded from ""Computer Information Systems"""
15-1299.05,11.0701,0.78,,"seeded from ""Computer Science"""
15-1299.05,11.1003,0.96,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1299.05,11.1003,0.98,"Cybersecurity Major, B.S.","seeded from ""Cybersecurity""; CIP shared"
15-1299.05,52.1201,0.84,,"seeded from ""Computer Information Systems"""
15-1299.06,42.2799,0.70,,"seeded from ""Psychology Major"""
15-1299.06,43.0104,0.96,,"seeded from ""Criminal Justice and Criminology"""
15-1299.06,45.1001,0.68,,"seeded from ""Political Science"""
15-1299.07,50.0404,0.94,,"seeded from ""Industrial Design"""
15-1299.07,50.0702,0.72,,"seeded from ""Art"""
15-1299.07,50.0703,0.72,,"seeded from ""Art History, Theory, and Criticism"""
15-1299.08,11.0701,0.86,,"seeded from ""Computer Science"""
15-1299.08,11.1003,0.82,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
15-1299.08,14.0901,0.98,,"seeded from ""Computer Engineering"""
15-1299.08,52.1201,0.86,,"seeded from ""Computer Information Systems"""
15-1299.09,52.0201,0.98,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-1299.09,52.0201,0.84,"International Business Major, B.S.","seeded from ""International Business""; CIP shared"
15-1299.09,52.0201,0.87,"Management Major, B.S.","seeded from ""Management""; CIP shared"
15-2011.00,52.0301,0.72,,"seeded from ""Accounting"""
15-2011.00,52.0801,0.94,,"seeded from ""Finance"""
15-2011.00,52.1399,0.94,,"seeded from ""Business Intelligence"""
15-2021.00,27.0101,0.98,,"seeded from ""Mathematics"""
15-2021.00,52.0201,0.83,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-2021.00,52.0201,0.83,"Management Major, B.S.","seeded from ""Management""; CIP shared"
15-2031.00,14.0901,0.86,,"seeded from ""Computer Engineering"""
15-2031.00,27.0101,0.98,,"seeded from ""Mathematics"""
15-2031.00,52.0201,0.86,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-2031.00,52.0299,0.86,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
15-2031.00,52.1201,0.93,,"seeded from ""Computer Information Systems"""
15-2031.00,52.1399,0.85,,"seeded from ""Business Intelligence"""
15-2041.00,11.0701,0.86,,"seeded from ""Computer Science"""
15-2041.00,27.0101,0.78,,"seeded from ""Mathematics"""
15-2041.00,27.0501,0.94,,"seeded from ""Statistical Science"""
15-2041.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
15-2041.00,52.1399,0.82,,"seeded from ""Business Intelligence"""
15-2041.01,11.0701,0.86,,"seeded from ""Computer Science"""
15-2041.01,27.0101,0.78,,"seeded from ""Mathematics"""
15-2041.01,27.0501,0.94,,"seeded from ""Statistical Science"""
15-2041.01,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
15-2041.01,52.1399,0.82,,"seeded from ""Business Intelligence"""
15-2051.00,11.0701,0.86,,"seeded from ""Computer Science"""
15-2051.00,27.0101,0.78,,"seeded from ""Mathematics"""
15-2051.00,27.0501,0.94,,"seeded from ""Statistical Science"""
15-2051.00,30.7001,0.98,,"seeded from ""Data Science and Machine Learning"""
15-2051.00,52.1399,0.82,,"seeded from ""Business Intelligence"""
15-2051.01,52.0201,0.81,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-2051.01,52.0201,0.81,"International Business Major, B.S.","seeded from ""International Business""; CIP shared"
15-2051.01,52.1399,0.98,,"seeded from ""Business Intelligence"""
15-2051.02,51.0701,0.86,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
15-2051.02,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
15-2051.02,52.0201,0.96,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
15-2051.02,52.0201,0.96,"Management Major, B.S.","seeded from ""Management""; CIP shared"
15-2051.02,52.1399,0.91,,"seeded from ""Business Intelligence"""
15-2099.00,40.0801,0.90,,"seeded from ""Physics"""
15-2099.01,26.0101,0.92,,"seeded from ""Biology"""
15-2099.01,26.0202,0.98,,"seeded from ""Biochemistry"""
15-2099.01,51.2706,0.97,,"seeded from ""Health Care Information Systems Major"""
15-2099.01,52.1201,0.92,,"seeded from ""Computer Information Systems"""
15-2099.01,52.1399,0.86,,"seeded from ""Business Intelligence"""
17-1011.00,50.0404,0.94,,"seeded from ""Industrial Design"""
17-1011.00,50.0702,0.72,,"seeded from ""Art"""
17-1011.00,50.0703,0.72,,"seeded from ""Art History, Theory, and Criticism"""
17-1012.00,15.0613,0.79,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
17-1012.00,15.0613,0.79,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
17-1012.00,50.0404,0.98,,"seeded from ""Industrial Design"""
17-1021.00,38.0101,0.78,,"seeded from ""Philosophy"""
17-1021.00,44.0701,0.90,,"seeded from ""Social Work"""
17-1021.00,45.0701,0.98,,"seeded from ""Geography"""
17-1021.00,45.1001,0.90,,"seeded from ""Political Science"""
17-1021.00,50.0401,0.96,,"seeded from ""Communication Design"""
17-1021.00,50.0404,0.78,,"seeded from ""Industrial Design"""
17-1022.00,14.1401,0.72,,"seeded from ""Environmental Engineering"""
17-1022.00,15.0201,0.94,,"seeded from ""Civil Engineering Technology"""
17-1022.00,52.2001,0.80,,"seeded from ""Construction Project Management"""
17-1022.01,14.1401,0.72,,"seeded from ""Environmental Engineering"""
17-1022.01,15.0201,0.94,,"seeded from ""Civil Engineering Technology"""
17-1022.01,52.2001,0.80,,"seeded from ""Construction Project Management"""
17-2011.00,29.0402,0.98,,"seeded from ""Aerospace Systems and Mission Design"""
17-2021.00,03.0103,0.90,,"seeded from ""Environmental Sustainability"""
17-2021.00,03.0104,0.90,,"seeded from ""Environmental Science"""
17-2021.00,14.1001,0.91,,"seeded from ""Electrical Engineering"""
17-2021.00,14.1401,0.98,,"seeded from ""Environmental Engineering"""
17-2021.00,15.0805,0.91,,"seeded from ""Mechanical Engineering Technology"""
17-2021.00,26.0101,0.90,,"seeded from ""Biology"""
17-2031.00,26.0101,0.83,,"seeded from ""Biology"""
17-2031.00,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
17-2031.00,51.3399,0.83,,"resolved from ""Integrative Health Care"""
17-2031.00,52.1201,0.91,,"seeded from ""Computer Information Systems"""
17-2031.00,52.1399,0.86,,"seeded from ""Business Intelligence"""
17-2041.00,15.0201,0.83,,"seeded from ""Civil Engineering Technology"""
17-2041.00,15.0613,0.98,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
17-2041.00,15.0613,0.98,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
17-2041.00,15.0805,0.98,,"seeded from ""Mechanical Engineering Technology"""
17-2041.00,40.0801,0.98,,"seeded from ""Physics"""
17-2041.00,50.0404,0.96,,"seeded from ""Industrial Design"""
17-2051.00,14.1401,0.72,,"seeded from ""Environmental Engineering"""
17-2051.00,15.0201,0.94,,"seeded from ""Civil Engineering Technology"""
17-2051.00,52.2001,0.80,,"seeded from ""Construction Project Management"""
17-2051.01,14.0901,0.83,,"seeded from ""Computer Engineering"""
17-2051.01,14.1001,0.83,,"seeded from ""Electrical Engineering"""
17-2051.01,14.1401,0.83,,"seeded from ""Environmental Engineering"""
17-2051.01,15.0201,0.98,,"seeded from ""Civil Engineering Technology"""
17-2051.01,50.0404,0.83,,"seeded from ""Industrial Design"""
17-2051.01,52.2001,0.98,,"seeded from ""Construction Project Management"""
17-2051.02,03.0103,0.96,,"seeded from ""Environmental Sustainability"""
17-2051.02,03.0104,0.96,,"seeded from ""Environmental Science"""
17-2051.02,14.1401,0.98,,"seeded from ""Environmental Engineering"""
17-2051.02,52.0201,0.78,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
17-2051.02,52.1001,0.78,,"seeded from ""Human Resource Management"""
17-2051.02,52.1399,0.78,,"seeded from ""Business Intelligence"""
17-2061.00,14.0901,0.98,,"seeded from ""Computer Engineering"""
